"Tehran, Iran","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Thimphu, Bhutan","C (Subtropical), W (Monsoon), B2 (Mild Summer)","C (Subtropical), H (Humid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Thompson, MB","F (Subarctic), B2 (Mild Summer)","F (Subarctic), G (Semihumid), B2 (Mild Summer)","E (Continental), W (Monsoon), A2 (Very Hot Summer)"
"Thunder Bay, ON","E (Continental), H (Humid), B2 (Mild Summer)","E (Continental), G (Semihumid), A1 (Hot Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Tianjin, China","D (Temperate), W (Monsoon), A2 (Very Hot Summer)","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)"
"Tirana, Albania","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), Z1 (Scorching Hot Summer)"
"Tokyo–Yokohama, Japan","C (Subtropical), H (Humid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A1 (Hot Summer)"
"Topeka, KS","D (Temperate), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), B1 (Cold Summer)","C (Subtropical), H (Humid), A2 (Very Hot Summer)"
"Toronto, ON","D (Temperate), G (Semihumid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Trenton, NJ","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Trincomalee, Sri Lanka","A (Supertropical), M (Mediterranean), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Tripoli, Libya","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Truro, NS","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), W (Monsoon), B2 (Mild Summer)"
"Tuktoyaktuk, NT","F (Subarctic), B1 (Cold Summer)","A (Supertropical), W (Monsoon), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Tunis, Tunisia","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Tórshavn, Faroe Islands (DK)","C (Subtropical), B1 (Cold Summer)","C (Subtropical), C2 (Very Cold Summer)","E (Continental), C2 (Very Cold Summer)"
"Ulaanbaatar, Mongolia","F (Subarctic), B2 (Mild Summer)","F (Subarctic), S (Semiarid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)"
"Ushmola, Kazakhstan","E (Continental), D (Arid Desert), A1 (Hot Summer)","D (Temperate), W (Monsoon), B1 (Cold Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
"Ushuaia, Argentina","C (Subtropical), C2 (Very Cold Summer)","A (Supertropical), M (Mediterranean), Z1 (Scorching Hot Summer)","Z (Ultratropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Ust-Nera, Russia","Y (Superarctic), B1 (Cold Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)","Z (Ultratropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Utqiagvik, AK","E (Continental), Y (Frigid Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Vaduz, Liechtenstein","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Valletta, Malta","B (Tropical), M (Mediterranean), A2 (Very Hot Summer)","B (Tropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Vancouver, BC","C (Subtropical), M (Mediterranean), B2 (Mild Summer)","C (Subtropical), G (Semihumid), B2 (Mild Summer)","C (Subtropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Vatican City, Vatican City","C (Subtropical), M (Mediterranean), A1 (Hot Summer)","C (Subtropical), W (Monsoon), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Verkhoyansk, Russia","Y (Superarctic), B2 (Mild Summer)","D (Temperate), C2 (Very Cold Summer)","Z (Ultratropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Victoria, Seychelles","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), G (Semihumid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"Vienna, Austria","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), H (Humid), A2 (Very Hot Summer)"
"Vientiane, Laos","A (Supertropical), W (Monsoon), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)"
"Vilnius, Lithuania","D (Temperate), H (Humid), B2 (Mild Summer)","D (Temperate), S (Semiarid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Virginia Beach–Norfolk, VA","C (Subtropical), G (Semihumid), A1 (Hot Summer)","C (Subtropical), D (Arid Desert), A2 (Very Hot Summer)","C (Subtropical), W (Monsoon), Z1 (Scorching Hot Summer)"
"Wainwright, AK","F (Subarctic), Y (Frigid Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)","A (Supertropical), S (Semiarid), Z2 (Hyperthermal Summer)"
"Warsaw, Poland","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), G (Semihumid), B2 (Mild Summer)","D (Temperate), H (Humid), A2 (Very Hot Summer)"
"Washington–Arlington, DC–VA–MD","C (Subtropical), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Wasilla, AK","D (Temperate), B1 (Cold Summer)","A (Supertropical), D (Arid Desert), Z2 (Hyperthermal Summer)","Z (Ultratropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Wellington, New Zealand","C (Subtropical), H (Humid), B2 (Mild Summer)","C (Subtropical), S (Semiarid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)"
"West Taijinar Lake, China","E (Continental), C2 (Very Cold Summer)","A (Supertropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), D (Arid Desert), X1 (Extreme Hyperthermal Summer)"
"Willemstad, Curaçao (NL)","A (Supertropical), D (Arid Desert), A2 (Very Hot Summer)","B (Tropical), W (Monsoon), Z1 (Scorching Hot Summer)","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)"
"Windhoek, Namibia","B (Tropical), D (Arid Desert), A1 (Hot Summer)","C (Subtropical), S (Semiarid), Z1 (Scorching Hot Summer)","B (Tropical), S (Semiarid), A2 (Very Hot Summer)"
"Winnipeg, MB","E (Continental), G (Semihumid), B2 (Mild Summer)","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)"
"Wuhan, China","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Xi’an, China","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Yakima, WA","D (Temperate), D (Arid Desert), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), M (Mediterranean), A1 (Hot Summer)"
"Yakutsk, Russia","Y (Superarctic), B2 (Mild Summer)","Y (Superarctic), B1 (Cold Summer)","D (Temperate), C2 (Very Cold Summer)"
"Yamoussoukro, Côte d'Ivoire","A (Supertropical), S (Semiarid), A2 (Very Hot Summer)","A (Supertropical), H (Humid), A1 (Hot Summer)","A (Supertropical), H (Humid), A2 (Very Hot Summer)"
"Yaoundé, Cameroon","A (Supertropical), G (Semihumid), A1 (Hot Summer)","B (Tropical), D (Arid Desert), Z1 (Scorching Hot Summer)","A (Supertropical), G (Semihumid), A1 (Hot Summer)"
"Yellowknife, NT","F (Subarctic), B2 (Mild Summer)","F (Subarctic), G (Semihumid), B2 (Mild Summer)","E (Continental), W (Monsoon), A2 (Very Hot Summer)"
"Yerevan, Armenia","D (Temperate), D (Arid Desert), A1 (Hot Summer)","D (Temperate), G (Semihumid), A1 (Hot Summer)","C (Subtropical), G (Semihumid), A1 (Hot Summer)"
"Zagreb, Croatia","D (Temperate), H (Humid), A1 (Hot Summer)","D (Temperate), H (Humid), A1 (Hot Summer)","C (Subtropical), S (Semiarid), A2 (Very Hot Summer)"
"Zhengzhou, China","C (Subtropical), W (Monsoon), A2 (Very Hot Summer)","C (Subtropical), M (Mediterranean), A2 (Very Hot Summer)","C (Subtropical), G (Semihumid), Z1 (Scorching Hot Summer)"
"Zhetikara, Kazakhstan","E (Continental), S (Semiarid), A1 (Hot Summer)","D (Temperate), H (Humid), B1 (Cold Summer)","D (Temperate), S (Semiarid), A2 (Very Hot Summer)"
